id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement
1081200350,20141003T000000,320000,4,1.75,1760,11180,1760,0
84000105,20140507T000000,255000,5,2.25,2060,8632,1030,1030
3756500060,20150309T000000,438000,3,1.75,1780,9660,1780,0
7215720160,20150304T000000,900000,3,2.5,3400,16603,3400,0
3574800520,20140620T000000,441000,3,2.75,1910,7280,1160,750
2617300160,20140812T000000,420000,3,2,2020,38332,1010,1010
2558660270,20141208T000000,370000,3,1.75,1580,7000,1180,400
2009000370,20150219T000000,269950,2,1.75,1340,7250,700,640
1836980160,20150324T000000,807100,4,2.5,2680,4499,2680,0
3261020370,20140605T000000,653000,3,2.5,2680,9750,1610,1070
1755700060,20140611T000000,371500,3,2,1370,8336,1370,0
4330600435,20150316T000000,284000,3,1.75,1560,21000,1560,0
9542800700,20150102T000000,272000,3,1.75,2160,7140,1670,490
1999700045,20140502T000000,313000,3,1.5,1340,7912,1340,0
1762600070,20150116T000000,917500,4,2.5,3880,35003,2570,1310
1687900520,20140929T000000,673000,4,2.25,2590,8190,2590,0
7234600798,20150210T000000,425000,3,2.5,1120,1100,820,300
3881900445,20140709T000000,399950,5,2.75,1970,5400,1320,650
2254502445,20140530T000000,385000,3,1,1220,4800,1220,0
5437810320,20141117T000000,269950,3,1.5,1950,7560,1320,630
9158100075,20150107T000000,330000,2,1,1350,8220,1060,290
3830630310,20140725T000000,260000,3,2.5,1670,5797,1670,0
8123100045,20150414T000000,470000,4,3,2380,5125,1680,700
3127200041,20140613T000000,589000,4,3,2440,9600,2440,0
6661200320,20140723T000000,163500,2,1.5,1050,3419,1050,0
11510310,20140905T000000,835000,4,2.75,3130,13412,2140,990
825059270,20141121T000000,1.10E+06,5,3,4090,12850,2090,2000
8731951370,20150415T000000,269000,4,1.75,1490,10000,1100,390
1954440060,20140505T000000,560000,3,2.5,1900,8744,1900,0
2264500350,20150418T000000,615000,4,1,1330,2400,1330,0
1115810060,20141205T000000,585188,3,2.25,2230,10026,1430,800
9477200200,20140818T000000,305000,3,1.75,1650,9480,1220,430
1432600560,20141105T000000,166950,3,1,1190,8820,1190,0
2287000060,20140912T000000,799000,3,2.5,2140,9897,2140,0
3663500060,20140625T000000,400000,3,2.5,2180,7508,1420,760
3996900125,20141201T000000,230000,3,1,1060,10228,1060,0
7796450200,20140515T000000,256883,3,2.5,1690,5025,1690,0
7549802535,20141111T000000,423000,4,2,1970,6480,1130,840
3278600320,20140723T000000,465000,3,2.5,2150,4084,2150,0
2824079053,20150113T000000,440000,3,2.5,1910,66211,1910,0
1222069094,20141014T000000,385000,3,1.75,1350,155073,1350,0
3542300060,20150311T000000,210000,3,1,860,11725,860,0
2222059065,20141112T000000,297000,3,2.5,1940,14952,1940,0
7551300060,20140716T000000,470000,3,1,1010,5000,1010,0
100600550,20140804T000000,226500,3,1.5,1300,7370,900,400
3211100860,20150303T000000,274250,3,1,910,8450,910,0
3456000310,20140804T000000,840000,4,1.75,2480,11010,1630,850
9526600140,20140919T000000,677900,3,2.5,2440,4587,2440,0
7465900060,20150205T000000,425000,3,1,1010,5864,1010,0
1222000055,20141123T000000,180250,2,0.75,900,9600,900,0
6300000550,20140717T000000,464000,6,3,2300,3404,1600,700
2310030510,20150422T000000,320000,4,2.25,1550,7579,1550,0
1025049114,20140717T000000,625504,3,2.25,1270,1566,1060,210
8677300550,20140515T000000,592500,4,2.5,2240,12032,2240,0
4014400292,20150114T000000,465000,3,2.5,2714,17936,2714,0
1102000196,20140527T000000,477000,4,2.75,1720,6270,1720,0
257000138,20150115T000000,280000,2,1,850,16400,850,0
46100204,20150221T000000,1.51E+06,5,3,3300,33474,1870,1430
1909600046,20140703T000000,445838,3,2.5,2250,5692,2250,0
1250202145,20140828T000000,1.07E+06,2,2.25,3900,14864,1950,1950
7611200125,20141023T000000,467000,2,1.5,1320,10800,1320,0
5611500140,20140822T000000,686000,4,2.5,2760,6440,2760,0
7138000260,20140605T000000,279950,3,2,1750,9750,1350,400
626059335,20140904T000000,527000,4,2.25,2330,19436,2330,0
1922059282,20140918T000000,325000,3,2.25,2220,16020,1780,440
705700390,20140903T000000,328000,3,2.25,2020,8379,2020,0
7454001200,20140604T000000,390000,3,2.25,1250,7500,1250,0
8682281200,20150309T000000,479950,2,2,1510,6516,1510,0
7972000200,20140529T000000,264950,4,2.25,1720,9753,1120,600
722059070,20150115T000000,235000,3,1,1430,15246,980,450
7202340400,20150303T000000,516500,3,2.5,1480,4729,1480,0
8096000060,20150413T000000,655000,2,1.75,1450,15798,1230,220
2424000060,20140616T000000,500000,4,2.75,2280,15347,2280,0
9264902050,20141121T000000,315000,6,2.75,2940,7350,1780,1160
943100260,20141120T000000,213000,2,1,1000,10200,1000,0
3677400445,20140902T000000,475000,3,1.5,2480,5280,1620,860
1762600320,20140610T000000,1.03E+06,5,4,3760,28040,3760,0
4058000060,20150409T000000,416000,3,2,2220,94300,1640,580
7228500560,20150320T000000,410000,4,1,1970,4740,1670,300
326069104,20140701T000000,800000,3,3.5,3830,221284,3530,300
5152100060,20140529T000000,472000,6,2.5,4410,14034,2350,2060
3584000310,20141208T000000,225000,3,1.75,1430,8505,1430,0
8150100045,20141001T000000,210000,2,1,830,6000,830,0
1868901275,20150127T000000,455000,2,1,1430,5000,1430,0
6131600075,20150427T000000,225000,3,1,1300,8316,1300,0
9468200125,20140826T000000,480000,2,1,1030,3060,790,240
8029510030,20150212T000000,363000,3,2.5,2740,11872,2740,0
2025069065,20140929T000000,2.40E+06,4,2.5,3650,8354,1830,1820
7899800890,20150226T000000,181000,2,1.5,720,5120,720,0
3021059276,20150314T000000,250000,4,2,2010,7312,2010,0
3797001895,20150422T000000,481000,3,1.75,1560,3000,770,790
3832710960,20140923T000000,260000,3,2,1810,7209,1240,570
1310430400,20140513T000000,455000,4,2.5,3360,7685,3360,0
1422300030,20150401T000000,415000,3,2.25,1510,36224,1510,0
1105000588,20150421T000000,349500,3,1,1400,3538,800,600
3830630060,20140929T000000,245000,3,2.5,1730,7442,1730,0
5101404898,20140519T000000,592500,2,2,1420,9191,1420,0
7972601890,20141020T000000,385000,4,1.75,2360,7620,1180,1180
5127001620,20150211T000000,315000,3,1.75,1580,11455,1200,380
9407100800,20141124T000000,255000,3,1,1230,10170,1230,0
1873100060,20140829T000000,693000,4,2.5,2460,4425,2460,0
8722101360,20141202T000000,780000,3,1,1660,4400,1460,200
8644000060,20141024T000000,237000,3,1.75,1270,8470,1270,0
3325069129,20141216T000000,525000,3,2.25,2100,40510,1320,780
1400300055,20150428T000000,425000,2,1,770,5040,770,0
2123039032,20141027T000000,369900,1,0.75,760,10079,760,0
8078560140,20140519T000000,290000,4,2.5,1700,7280,1700,0
3438500192,20140929T000000,285000,3,1,1120,10701,1120,0
7974200510,20140814T000000,415000,2,1,1070,4500,1070,0
2557000400,20150409T000000,272500,3,2.5,2070,9900,1420,650
7960900060,20150504T000000,2.90E+06,4,3.25,5050,20100,4750,300
4054500390,20141007T000000,1.37E+06,4,4.75,5310,57346,5310,0
6378500125,20150501T000000,436000,2,1,1040,7538,1040,0
1745100140,20141017T000000,210000,3,1,1700,11390,1700,0
2976800796,20140925T000000,236000,3,1,1300,5898,1300,0
4235400186,20141124T000000,331000,3,1.75,1080,1306,580,500
4215100060,20150320T000000,365000,3,2.5,2653,4510,2653,0
9189700045,20150127T000000,450000,3,2,2290,16258,2290,0
1126049053,20141113T000000,770000,4,2.75,3820,26300,2850,970
2022069200,20150505T000000,455000,4,2.5,2210,49375,2210,0
9412900055,20150505T000000,405000,3,1.75,2390,6000,1240,1150
1722059235,20140703T000000,304900,4,1.75,2600,11325,1610,990
6874200960,20150227T000000,170000,2,1,860,5265,860,0
7424700045,20150513T000000,2.05E+06,5,3,3830,8480,2630,1200
7202360350,20140630T000000,780000,4,2.5,3500,7048,3500,0
5634500392,20150410T000000,330000,3,3,2420,13959,1740,680
1509500060,20140905T000000,370000,4,2.5,2720,8666,2720,0
7214810350,20141017T000000,467000,5,2.25,2500,13500,1850,650
6647200060,20150209T000000,405000,3,1.75,1670,6720,1140,530
9552700140,20140702T000000,675000,5,2.25,2900,10300,1450,1450
2200500350,20140812T000000,500000,2,1,1640,14100,1140,500
6113400046,20140723T000000,389999,4,2.5,1890,15770,1890,0
6619910140,20150224T000000,630000,4,1.75,2950,9025,1780,1170
1115450240,20141022T000000,360000,4,2.5,2160,9528,2160,0
6073240060,20141002T000000,580000,4,3,3280,11060,2270,1010
9297300045,20140709T000000,550000,3,2,1970,4166,1270,700
9510920070,20140710T000000,879000,4,2.5,3360,22111,3360,0
5468730030,20140822T000000,265000,3,2,1320,8959,1320,0
8079030390,20150304T000000,446500,3,2.5,2650,7286,2650,0
600000152,20140602T000000,404000,3,1.5,2030,8880,1330,700
1840000030,20140529T000000,267500,3,1.75,1590,11914,1090,500
3225069065,20140624T000000,3.08E+06,4,5,4550,18641,2600,1950
3260800030,20140811T000000,335000,3,2.5,2440,7632,2440,0
2747100024,20140619T000000,576000,3,2.5,1940,9000,970,970
5104530560,20150401T000000,208633,3,2.5,2040,3810,2040,0
4330600350,20150115T000000,315000,3,2.25,2200,8750,1120,1080
5016001535,20150217T000000,725000,3,1.75,1920,3300,960,960
7280300196,20150403T000000,550000,4,2.75,1800,7750,1400,400
8651520400,20140612T000000,610750,4,2.25,2180,7297,2180,0
7171200445,20150228T000000,550700,2,1,1010,5000,1010,0
3204800200,20150108T000000,665000,4,2.75,3320,10574,2220,1100
3416600800,20150209T000000,834000,4,2.5,2370,4000,1980,390
7994700030,20141023T000000,201000,5,1.75,1660,78408,1660,0
1860600135,20140502T000000,2.38E+06,5,2.5,3650,9050,3370,280
4139480200,20140618T000000,1.38E+06,4,3.25,4290,12103,2690,1600
4139480200,20141209T000000,1.40E+06,4,3.25,4290,12103,2690,1600
1328320800,20141105T000000,305000,4,2.25,1950,7700,1350,600
7771300125,20150408T000000,487000,3,2,2590,14052,1720,870
3422059208,20150511T000000,390000,3,2.5,1930,64904,1930,0
9521101455,20140723T000000,548000,2,1,1470,3864,1170,300
4337000335,20141122T000000,268750,4,1,800,8775,800,0
325059286,20140513T000000,819900,5,2.75,3150,7119,3150,0
2597650240,20141023T000000,520000,3,2.25,2030,16200,2030,0
3353400435,20140721T000000,230000,3,2,1450,11204,1450,0
7972000240,20150202T000000,240000,3,1.75,1510,10248,1510,0
7520000520,20140905T000000,232000,2,1,1240,12092,960,280
7520000520,20150311T000000,240500,2,1,1240,12092,960,280
3530210260,20141027T000000,274975,3,2.5,3030,45004,3030,0
1959700550,20140905T000000,740000,4,2,2050,4400,2050,0
1665400045,20150428T000000,186375,3,1,1000,7636,1000,0
9542850320,20140725T000000,790000,3,2.25,2370,10289,1590,780
3179100060,20140916T000000,880000,4,3.5,2800,6750,1890,910
2946001550,20150416T000000,279000,6,1.75,2240,11180,2240,0
8078490390,20140729T000000,295000,3,2,1810,10530,1810,0
9550201550,20150408T000000,640000,2,1,1070,5000,1070,0
191100045,20140703T000000,940000,4,2,2490,9525,2490,0
5009600070,20141007T000000,260000,4,2.5,1960,5238,1960,0
200350070,20140602T000000,559900,3,2.75,2930,5569,1860,1070
2877103726,20140722T000000,791500,4,2,1510,3500,1510,0
405100295,20140826T000000,265000,3,1.75,1420,8250,1420,0
4268200055,20150501T000000,245000,3,1.75,1740,11547,1740,0
3126069068,20150424T000000,485000,4,1.75,2560,43995,2560,0
1115300070,20141106T000000,684000,4,3.5,3040,8414,2420,620
6414100671,20140909T000000,425000,3,1.75,2500,6840,1300,1200
7004200060,20141017T000000,309600,4,1.75,1275,20000,1275,0
7852110140,20140718T000000,552250,4,2.5,2580,5823,2580,0
3969300030,20140723T000000,165000,4,1,1000,7134,1000,0
3969300030,20141229T000000,239900,4,1,1000,7134,1000,0
4048400070,20141205T000000,320000,2,1,1070,32633,1070,0
808000070,20141021T000000,206600,3,2,1390,13464,1390,0
7374200030,20150416T000000,387000,4,1.75,2500,7690,1250,1250
7325600160,20140604T000000,299000,1,0.75,560,12120,560,0
2757000030,20140922T000000,855000,4,2.75,2270,10460,2270,0
616000140,20150126T000000,315000,3,1,1900,14400,1300,600
3363900111,20141203T000000,437500,2,1,990,3120,790,200
9262800171,20150324T000000,252000,4,1.5,1550,19800,1050,500
6607000126,20140604T000000,375000,4,1.75,2200,7475,1100,1100
5416510830,20140806T000000,300000,4,2.5,1910,4862,1910,0
2201500030,20141006T000000,420000,4,1,1750,9600,1750,0
325059171,20140505T000000,900000,3,1,1330,77972,1330,0
952003285,20140805T000000,679900,3,2.5,2440,5750,1980,460
3211290370,20140605T000000,463000,3,2.5,1640,29970,1640,0
1072010350,20140828T000000,380000,5,2.5,2760,11340,2760,0
8856950070,20141210T000000,329500,4,2.5,1820,7912,1820,0
925059078,20140819T000000,604950,3,2.5,2110,5608,1340,770
7855801090,20140917T000000,795000,5,2.5,3040,9570,1640,1400
723099065,20150130T000000,465000,3,2,1840,40438,1840,0
6116500075,20150326T000000,673000,4,2.5,2990,10400,2990,0
1118500030,20141001T000000,810000,4,2.5,3520,15420,3520,0
424069250,20150423T000000,785000,4,2.75,2440,69415,1910,530
3291800710,20141120T000000,338000,4,3,2090,7500,1370,720
6838700060,20141204T000000,280000,3,2.25,1430,7222,1430,0
2231500030,20141001T000000,315000,4,2.25,2180,10754,1100,1080
2231500030,20150324T000000,530000,4,2.25,2180,10754,1100,1080
7683900200,20141223T000000,380000,5,3,3450,9914,3450,0
8155830060,20140811T000000,297000,3,2.25,1450,7562,1450,0
98020310,20140520T000000,730000,4,2.5,3230,7331,3230,0
9423400140,20140609T000000,450000,3,1.75,1640,13500,1110,530
1545804860,20141027T000000,275000,3,3,1590,7750,1060,530
2883200160,20150429T000000,595000,4,2,2020,2849,2020,0
7132300695,20150421T000000,435000,3,1.5,1300,3348,1300,0
1726059053,20140916T000000,270000,2,1.5,1380,209959,1380,0
624111000,20140805T000000,950000,3,3,4040,14338,3030,1010
808300310,20150313T000000,389000,4,2.25,2130,5337,2130,0
8563040160,20150121T000000,560000,4,2.25,2550,7800,1580,970
713500030,20140728T000000,1.35E+06,5,3.5,4800,14984,3480,1320
8651600160,20141111T000000,799000,4,2.25,2510,11585,2510,0
9517200030,20140625T000000,365500,3,2,1410,9600,1410,0
2460700700,20140515T000000,252350,3,2,1650,7352,1160,490
1223039290,20140905T000000,403950,4,2.5,2120,13780,2120,0
2890100060,20140801T000000,385000,4,1.5,2040,10726,1380,660
7972600860,20141210T000000,345000,4,1,1550,7620,1550,0
8857320070,20140917T000000,490000,3,2.75,1980,3128,1980,0
4047200695,20140618T000000,330000,3,2.5,1600,26977,1600,0
1653500070,20140512T000000,927000,4,2.75,3300,12090,3300,0
1923000030,20140728T000000,1.12E+06,4,2.5,3840,16619,3840,0
3649100320,20150430T000000,330000,2,1,1220,10000,1220,0
7375300160,20150309T000000,530000,5,2.25,2720,8800,1500,1220
5175800060,20140623T000000,365000,4,2,1940,25600,1940,0
1604601375,20140619T000000,378750,3,2.5,2160,3000,1260,900
2473251090,20140619T000000,269900,4,1.75,1530,8750,1530,0
9126100861,20150306T000000,557000,3,3.5,1710,2096,1290,420
3420069065,20140825T000000,360000,4,1.75,3730,16980,2150,1580
6021501685,20150422T000000,352000,2,1,940,5000,940,0
1151100070,20150224T000000,437000,3,2.5,1750,22357,1750,0
8856950240,20140618T000000,322500,4,2.5,1820,6753,1820,0
9385200055,20140912T000000,650000,3,3.25,1510,2000,1330,180
7821200390,20140806T000000,450000,3,2,1290,1213,1290,0
8078520310,20150417T000000,278500,3,2,1570,5250,1570,0
1565950030,20150427T000000,364950,4,2.5,1930,6957,1930,0
1560930070,20140911T000000,840000,4,3.5,2840,40139,2840,0
6700400140,20150318T000000,268000,3,2.5,1550,8134,1550,0
2422029094,20140716T000000,517534,2,1,833,143947,833,0
1774220160,20141104T000000,632925,3,2.5,2990,32239,2990,0
1525200060,20140723T000000,577500,3,2.5,2000,7251,2000,0
1678400105,20150212T000000,339000,4,1.5,2390,7480,2390,0
3426059070,20140909T000000,570000,3,1.75,2910,37461,1530,1380
824079032,20140626T000000,563500,4,1.75,2085,174240,1610,475
2697100140,20150105T000000,423000,4,2.25,2200,9351,1290,910
8724300030,20141223T000000,355000,3,2.25,1860,5028,1860,0
8678500060,20140710T000000,1.55E+06,5,4.25,6070,171626,6070,0
625049299,20141203T000000,482000,2,1,950,3960,950,0
6073200075,20140730T000000,625000,3,1.75,1600,9135,1600,0
6388900710,20141219T000000,538000,3,2.5,2250,11632,2250,0
1442860160,20150107T000000,380000,3,2.5,2280,10255,2280,0
7942600310,20140717T000000,375000,2,1,940,5120,940,0
1545808560,20150403T000000,245000,3,2.5,1530,8500,1030,500
936000060,20141114T000000,310000,5,1.75,2190,27260,2190,0
9808650060,20150225T000000,1.30E+06,3,2,2350,15021,1770,580
3754700160,20140506T000000,397000,4,2,1440,7680,1200,240
305500140,20150512T000000,365000,3,2.5,2200,4052,2200,0
5468750060,20141028T000000,328500,4,3,2290,8250,2290,0
2944010240,20140908T000000,988000,4,3,4040,19700,4040,0
3454000060,20140722T000000,1.00E+06,4,2.5,2610,3277,1920,690
646910160,20140903T000000,237000,3,2.5,1490,2138,1490,0
8564950390,20140919T000000,525000,4,2.5,2450,5280,2450,0
2268400350,20140916T000000,749000,4,2.5,1710,9627,1440,270
7504101040,20140821T000000,722500,5,2.5,4870,11800,3470,1400
11500890,20150312T000000,843000,3,2.5,3130,8750,3130,0
9528102772,20140708T000000,438000,2,2,1270,1372,1270,0
284000223,20140916T000000,578000,3,1.75,2120,10875,1540,580
3353401710,20140923T000000,227950,3,1.5,1670,8230,1670,0
8159610030,20140722T000000,196000,3,2.25,2070,11576,2070,0
